FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
SITE8,UNIT11943_20170410_205704.wac,0,562.61,2.689,UNIT11943_0_20170410_210626_610,10/04/2017,21:06:26,21,10/04/2017,09:06:26,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CHECK
SITE8,UNIT11943_20170410_205704.wac,0,569.817,2.082,UNIT11943_0_20170410_210633_817,10/04/2017,21:06:33,21,10/04/2017,09:06:33,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_205704.wac,0,814.253,2.047,UNIT11943_0_20170410_211038_253,10/04/2017,21:10:38,21,10/04/2017,09:10:38,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,817.699,2.301,UNIT11943_0_20170410_211041_699,10/04/2017,21:10:41,21,10/04/2017,09:10:41,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,822.483,2.016,UNIT11943_0_20170410_211046_483,10/04/2017,21:10:46,21,10/04/2017,09:10:46,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,829.823,3.076,UNIT11943_0_20170410_211053_823,10/04/2017,21:10:53,21,10/04/2017,09:10:53,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,833.381,2.419,UNIT11943_0_20170410_211057_381,10/04/2017,21:10:57,21,10/04/2017,09:10:57,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,836.216,2.483,UNIT11943_0_20170410_211100_216,10/04/2017,21:11:00,21,10/04/2017,09:11:00,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,844.249,2.651,UNIT11943_0_20170410_211108_249,10/04/2017,21:11:08,21,10/04/2017,09:11:08,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,855.936,2.763,UNIT11943_0_20170410_211119_936,10/04/2017,21:11:19,21,10/04/2017,09:11:19,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,936.201,2.499,UNIT11943_0_20170410_211240_201,10/04/2017,21:12:40,21,10/04/2017,09:12:40,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,947.803,2.096,UNIT11943_0_20170410_211251_803,10/04/2017,21:12:51,21,10/04/2017,09:12:51,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,951.707,3.393,UNIT11943_0_20170410_211255_707,10/04/2017,21:12:55,21,10/04/2017,09:12:55,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,960.856,2.443,UNIT11943_0_20170410_211304_856,10/04/2017,21:13:04,21,10/04/2017,09:13:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,970.001,2.299,UNIT11943_0_20170410_211314_001,10/04/2017,21:13:14,21,10/04/2017,09:13:14,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,984.982,2.617,UNIT11943_0_20170410_211328_982,10/04/2017,21:13:28,21,10/04/2017,09:13:28,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,989.939,2.06,UNIT11943_0_20170410_211333_939,10/04/2017,21:13:33,21,10/04/2017,09:13:33,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,996.671,2.428,UNIT11943_0_20170410_211340_671,10/04/2017,21:13:40,21,10/04/2017,09:13:40,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1013.258,2.041,UNIT11943_0_20170410_211357_258,10/04/2017,21:13:57,21,10/04/2017,09:13:57,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1018.594,2.405,UNIT11943_0_20170410_211402_594,10/04/2017,21:14:02,21,10/04/2017,09:14:02,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1025.037,2.062,UNIT11943_0_20170410_211409_037,10/04/2017,21:14:09,21,10/04/2017,09:14:09,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1031.019,2.581,UNIT11943_0_20170410_211415_019,10/04/2017,21:14:15,21,10/04/2017,09:14:15,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1037.383,2.416,UNIT11943_0_20170410_211421_383,10/04/2017,21:14:21,21,10/04/2017,09:14:21,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1049.271,2.228,UNIT11943_0_20170410_211433_271,10/04/2017,21:14:33,21,10/04/2017,09:14:33,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1053.579,2.621,UNIT11943_0_20170410_211437_579,10/04/2017,21:14:37,21,10/04/2017,09:14:37,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1056.483,2.517,UNIT11943_0_20170410_211440_483,10/04/2017,21:14:40,21,10/04/2017,09:14:40,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1064.827,2.073,UNIT11943_0_20170410_211448_827,10/04/2017,21:14:48,21,10/04/2017,09:14:48,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1069.147,2.153,UNIT11943_0_20170410_211453_147,10/04/2017,21:14:53,21,10/04/2017,09:14:53,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1082.866,2.033,UNIT11943_0_20170410_211506_866,10/04/2017,21:15:06,21,10/04/2017,09:15:06,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_205704.wac,0,1101.121,2.279,UNIT11943_0_20170410_211525_121,10/04/2017,21:15:25,21,10/04/2017,09:15:25,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1103.871,2.128,UNIT11943_0_20170410_211527_871,10/04/2017,21:15:27,21,10/04/2017,09:15:27,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1133.033,4.467,UNIT11943_0_20170410_211557_033,10/04/2017,21:15:57,21,10/04/2017,09:15:57,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1154.112,2.387,UNIT11943_0_20170410_211618_112,10/04/2017,21:16:18,21,10/04/2017,09:16:18,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1159.787,2.213,UNIT11943_0_20170410_211623_787,10/04/2017,21:16:23,21,10/04/2017,09:16:23,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1195.091,2.508,UNIT11943_0_20170410_211659_091,10/04/2017,21:16:59,21,10/04/2017,09:16:59,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1214.83,2.069,UNIT11943_0_20170410_211718_830,10/04/2017,21:17:18,21,10/04/2017,09:17:18,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1227.685,2.314,UNIT11943_0_20170410_211731_685,10/04/2017,21:17:31,21,10/04/2017,09:17:31,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1233.263,2.337,UNIT11943_0_20170410_211737_263,10/04/2017,21:17:37,21,10/04/2017,09:17:37,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1237.662,2.537,UNIT11943_0_20170410_211741_662,10/04/2017,21:17:41,21,10/04/2017,09:17:41,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1244.887,3.213,UNIT11943_0_20170410_211748_887,10/04/2017,21:17:48,21,10/04/2017,09:17:48,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1314.469,4.331,UNIT11943_0_20170410_211858_469,10/04/2017,21:18:58,21,10/04/2017,09:18:58,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1323.431,2.068,UNIT11943_0_20170410_211907_431,10/04/2017,21:19:07,21,10/04/2017,09:19:07,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1350.961,2.138,UNIT11943_0_20170410_211934_961,10/04/2017,21:19:34,21,10/04/2017,09:19:34,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1415.985,2.315,UNIT11943_0_20170410_212039_985,10/04/2017,21:20:39,21,10/04/2017,09:20:39,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1449.037,2.062,UNIT11943_0_20170410_212113_037,10/04/2017,21:21:13,21,10/04/2017,09:21:13,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1458.632,3.967,UNIT11943_0_20170410_212122_632,10/04/2017,21:21:22,21,10/04/2017,09:21:22,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1464.929,3.071,UNIT11943_0_20170410_212128_929,10/04/2017,21:21:28,21,10/04/2017,09:21:28,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1469.903,2.697,UNIT11943_0_20170410_212133_903,10/04/2017,21:21:33,21,10/04/2017,09:21:33,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1484.866,2.033,UNIT11943_0_20170410_212148_866,10/04/2017,21:21:48,21,10/04/2017,09:21:48,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1521.891,2.909,UNIT11943_0_20170410_212225_891,10/04/2017,21:22:25,21,10/04/2017,09:22:25,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,1532.356,2.043,UNIT11943_0_20170410_212236_356,10/04/2017,21:22:36,21,10/04/2017,09:22:36,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,0,2.099,UNIT11943_0_20170410_212704_000,10/04/2017,21:27:04,21,10/04/2017,09:27:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_212704.wac,0,44.92,2.679,UNIT11943_0_20170410_212748_920,10/04/2017,21:27:48,21,10/04/2017,09:27:48,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,48.469,2.53,UNIT11943_0_20170410_212752_469,10/04/2017,21:27:52,21,10/04/2017,09:27:52,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,73.407,2.393,UNIT11943_0_20170410_212817_407,10/04/2017,21:28:17,21,10/04/2017,09:28:17,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,76.899,2.8,UNIT11943_0_20170410_212820_899,10/04/2017,21:28:20,21,10/04/2017,09:28:20,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,89.013,6.187,UNIT11943_0_20170410_212833_013,10/04/2017,21:28:33,21,10/04/2017,09:28:33,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,100.32,2.979,UNIT11943_0_20170410_212844_320,10/04/2017,21:28:44,21,10/04/2017,09:28:44,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,106.065,3.435,UNIT11943_0_20170410_212850_065,10/04/2017,21:28:50,21,10/04/2017,09:28:50,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,117.63,4.769,UNIT11943_0_20170410_212901_630,10/04/2017,21:29:01,21,10/04/2017,09:29:01,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,215.649,2.05,UNIT11943_0_20170410_213039_649,10/04/2017,21:30:39,21,10/04/2017,09:30:39,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,225.711,3.288,UNIT11943_0_20170410_213049_711,10/04/2017,21:30:49,21,10/04/2017,09:30:49,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,238.845,3.355,UNIT11943_0_20170410_213102_845,10/04/2017,21:31:02,21,10/04/2017,09:31:02,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,243.282,2.017,UNIT11943_0_20170410_213107_282,10/04/2017,21:31:07,21,10/04/2017,09:31:07,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,251.885,2.214,UNIT11943_0_20170410_213115_885,10/04/2017,21:31:15,21,10/04/2017,09:31:15,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,270.073,2.526,UNIT11943_0_20170410_213134_073,10/04/2017,21:31:34,21,10/04/2017,09:31:34,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,281.921,5.178,UNIT11943_0_20170410_213145_921,10/04/2017,21:31:45,21,10/04/2017,09:31:45,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,293.598,3.301,UNIT11943_0_20170410_213157_598,10/04/2017,21:31:57,21,10/04/2017,09:31:57,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,303.945,2.054,UNIT11943_0_20170410_213207_945,10/04/2017,21:32:07,21,10/04/2017,09:32:07,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,309.023,4.177,UNIT11943_0_20170410_213213_023,10/04/2017,21:32:13,21,10/04/2017,09:32:13,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,329.022,4.477,UNIT11943_0_20170410_213233_022,10/04/2017,21:32:33,21,10/04/2017,09:32:33,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,333.842,2.057,UNIT11943_0_20170410_213237_842,10/04/2017,21:32:37,21,10/04/2017,09:32:37,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,343.71,2.989,UNIT11943_0_20170410_213247_710,10/04/2017,21:32:47,21,10/04/2017,09:32:47,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,349.707,2.092,UNIT11943_0_20170410_213253_707,10/04/2017,21:32:53,21,10/04/2017,09:32:53,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,362.539,3.061,UNIT11943_0_20170410_213306_539,10/04/2017,21:33:06,21,10/04/2017,09:33:06,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,366.079,3.32,UNIT11943_0_20170410_213310_079,10/04/2017,21:33:10,21,10/04/2017,09:33:10,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,383.056,2.643,UNIT11943_0_20170410_213327_056,10/04/2017,21:33:27,21,10/04/2017,09:33:27,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,390.748,2.251,UNIT11943_0_20170410_213334_748,10/04/2017,21:33:34,21,10/04/2017,09:33:34,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,409.278,2.021,UNIT11943_0_20170410_213353_278,10/04/2017,21:33:53,21,10/04/2017,09:33:53,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,458.221,2.678,UNIT11943_0_20170410_213442_221,10/04/2017,21:34:42,21,10/04/2017,09:34:42,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,464.595,2.305,UNIT11943_0_20170410_213448_595,10/04/2017,21:34:48,21,10/04/2017,09:34:48,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,670.233,2.267,UNIT11943_0_20170410_213814_233,10/04/2017,21:38:14,21,10/04/2017,09:38:14,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,718.699,2.001,UNIT11943_0_20170410_213902_699,10/04/2017,21:39:02,21,10/04/2017,09:39:02,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,728.13,2.069,UNIT11943_0_20170410_213912_130,10/04/2017,21:39:12,21,10/04/2017,09:39:12,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,731.475,2.525,UNIT11943_0_20170410_213915_475,10/04/2017,21:39:15,21,10/04/2017,09:39:15,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,753.703,4.896,UNIT11943_0_20170410_213937_703,10/04/2017,21:39:37,21,10/04/2017,09:39:37,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,781.584,4.115,UNIT11943_0_20170410_214005_584,10/04/2017,21:40:05,21,10/04/2017,09:40:05,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_212704.wac,0,786.641,3.258,UNIT11943_0_20170410_214010_641,10/04/2017,21:40:10,21,10/04/2017,09:40:10,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_215704.wac,0,0,2.099,UNIT11943_0_20170410_215704_000,10/04/2017,21:57:04,21,10/04/2017,09:57:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_222704.wac,0,0,2.099,UNIT11943_0_20170410_222704_000,10/04/2017,22:27:04,22,10/04/2017,10:27:04,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_225704.wac,0,0,2.099,UNIT11943_0_20170410_225704_000,10/04/2017,22:57:04,22,10/04/2017,10:57:04,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_232704.wac,0,0,2.099,UNIT11943_0_20170410_232704_000,10/04/2017,23:27:04,23,10/04/2017,11:27:04,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_235703.wac,0,0,2.099,UNIT11943_0_20170410_235703_000,10/04/2017,23:57:03,23,10/04/2017,11:57:03,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_235703.wac,0,1566.613,2.087,UNIT11943_0_20170411_002309_613,11/04/2017,00:23:09,0,10/04/2017,12:23:09,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_235703.wac,0,1573.262,2.037,UNIT11943_0_20170411_002316_262,11/04/2017,00:23:16,0,10/04/2017,12:23:16,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_002703.wac,0,0,2.099,UNIT11943_0_20170411_002703_000,11/04/2017,00:27:03,0,10/04/2017,12:27:03,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_005704.wac,0,0,2.099,UNIT11943_0_20170411_005704_000,11/04/2017,00:57:04,0,10/04/2017,12:57:04,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_012704.wac,0,0,2.099,UNIT11943_0_20170411_012704_000,11/04/2017,01:27:04,1,10/04/2017,13:27:04,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_015704.wac,0,0,2.099,UNIT11943_0_20170411_015704_000,11/04/2017,01:57:04,1,10/04/2017,13:57:04,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_015704.wac,0,424.927,2.073,UNIT11943_0_20170411_020408_927,11/04/2017,02:04:08,2,10/04/2017,14:04:08,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_022704.wac,0,0,2.099,UNIT11943_0_20170411_022704_000,11/04/2017,02:27:04,2,10/04/2017,14:27:04,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_022704.wac,0,1457.673,2.026,UNIT11943_0_20170411_025121_673,11/04/2017,02:51:21,2,10/04/2017,14:51:21,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_025704.wac,0,0,2.099,UNIT11943_0_20170411_025704_000,11/04/2017,02:57:04,2,10/04/2017,14:57:04,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_032704.wac,0,0,2.099,UNIT11943_0_20170411_032704_000,11/04/2017,03:27:04,3,10/04/2017,15:27:04,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_035704.wac,0,0,2.099,UNIT11943_0_20170411_035704_000,11/04/2017,03:57:04,3,10/04/2017,15:57:04,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_035704.wac,0,590.881,2.018,UNIT11943_0_20170411_040654_881,11/04/2017,04:06:54,4,10/04/2017,16:06:54,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_035704.wac,0,1754.902,2.097,UNIT11943_0_20170411_042618_902,11/04/2017,04:26:18,4,10/04/2017,16:26:18,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_042704.wac,0,0,2.099,UNIT11943_0_20170411_042704_000,11/04/2017,04:27:04,4,10/04/2017,16:27:04,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_045704.wac,0,0,2.099,UNIT11943_0_20170411_045704_000,11/04/2017,04:57:04,4,10/04/2017,16:57:04,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_045704.wac,0,1369.583,2.017,UNIT11943_0_20170411_051953_583,11/04/2017,05:19:53,5,10/04/2017,17:19:53,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_045704.wac,0,1431.147,2.053,UNIT11943_0_20170411_052055_147,11/04/2017,05:20:55,5,10/04/2017,17:20:55,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
