FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
SITE8,UNIT11943_20170406_212004.wac,0,0,2.099,UNIT11943_0_20170406_212004_000,06/04/2017,21:20:04,21,06/04/2017,09:20:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170406_215004.wac,0,0,2.099,UNIT11943_0_20170406_215004_000,06/04/2017,21:50:04,21,06/04/2017,09:50:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170406_215004.wac,0,977.409,2.09,UNIT11943_0_20170406_220621_409,06/04/2017,22:06:21,22,06/04/2017,10:06:21,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170406_222004.wac,0,0,2.099,UNIT11943_0_20170406_222004_000,06/04/2017,22:20:04,22,06/04/2017,10:20:04,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170406_225004.wac,0,0,2.099,UNIT11943_0_20170406_225004_000,06/04/2017,22:50:04,22,06/04/2017,10:50:04,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170406_232004.wac,0,0,2.099,UNIT11943_0_20170406_232004_000,06/04/2017,23:20:04,23,06/04/2017,11:20:04,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170406_235004.wac,0,0,2.099,UNIT11943_0_20170406_235004_000,06/04/2017,23:50:04,23,06/04/2017,11:50:04,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_002004.wac,0,0,2.099,UNIT11943_0_20170407_002004_000,07/04/2017,00:20:04,0,06/04/2017,12:20:04,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_002004.wac,0,213.981,2.018,UNIT11943_0_20170407_002337_981,07/04/2017,00:23:37,0,06/04/2017,12:23:37,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_005004.wac,0,0,2.099,UNIT11943_0_20170407_005004_000,07/04/2017,00:50:04,0,06/04/2017,12:50:04,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_012004.wac,0,0,2.099,UNIT11943_0_20170407_012004_000,07/04/2017,01:20:04,1,06/04/2017,13:20:04,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_015004.wac,0,0,2.099,UNIT11943_0_20170407_015004_000,07/04/2017,01:50:04,1,06/04/2017,13:50:04,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_022004.wac,0,0,2.099,UNIT11943_0_20170407_022004_000,07/04/2017,02:20:04,2,06/04/2017,14:20:04,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_025004.wac,0,0,2.099,UNIT11943_0_20170407_025004_000,07/04/2017,02:50:04,2,06/04/2017,14:50:04,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_032003.wac,0,0,2.099,UNIT11943_0_20170407_032003_000,07/04/2017,03:20:03,3,06/04/2017,15:20:03,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,0,2.099,UNIT11943_0_20170407_035004_000,07/04/2017,03:50:04,3,06/04/2017,15:50:04,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,187.24,2.059,UNIT11943_0_20170407_035311_240,07/04/2017,03:53:11,3,06/04/2017,15:53:11,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,191.854,2.045,UNIT11943_0_20170407_035315_854,07/04/2017,03:53:15,3,06/04/2017,15:53:15,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,281.413,2.087,UNIT11943_0_20170407_035445_413,07/04/2017,03:54:45,3,06/04/2017,15:54:45,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,327.005,2.095,UNIT11943_0_20170407_035531_005,07/04/2017,03:55:31,3,06/04/2017,15:55:31,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,331.059,2.04,UNIT11943_0_20170407_035535_059,07/04/2017,03:55:35,3,06/04/2017,15:55:35,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,339.111,2.088,UNIT11943_0_20170407_035543_111,07/04/2017,03:55:43,3,06/04/2017,15:55:43,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,358.858,2.041,UNIT11943_0_20170407_035602_858,07/04/2017,03:56:02,3,06/04/2017,15:56:02,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,363.013,2.087,UNIT11943_0_20170407_035607_013,07/04/2017,03:56:07,3,06/04/2017,15:56:07,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,367.021,2.078,UNIT11943_0_20170407_035611_021,07/04/2017,03:56:11,3,06/04/2017,15:56:11,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,376.243,2.056,UNIT11943_0_20170407_035620_243,07/04/2017,03:56:20,3,06/04/2017,15:56:20,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,414.75,2.049,UNIT11943_0_20170407_035658_750,07/04/2017,03:56:58,3,06/04/2017,15:56:58,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,505.698,2.001,UNIT11943_0_20170407_035829_698,07/04/2017,03:58:29,3,06/04/2017,15:58:29,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,509.949,2.051,UNIT11943_0_20170407_035833_949,07/04/2017,03:58:33,3,06/04/2017,15:58:33,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,521.795,2.005,UNIT11943_0_20170407_035845_795,07/04/2017,03:58:45,3,06/04/2017,15:58:45,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,565.126,2.073,UNIT11943_0_20170407_035929_126,07/04/2017,03:59:29,3,06/04/2017,15:59:29,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,572.47,2.029,UNIT11943_0_20170407_035936_470,07/04/2017,03:59:36,3,06/04/2017,15:59:36,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,638.629,2.07,UNIT11943_0_20170407_040042_629,07/04/2017,04:00:42,4,06/04/2017,16:00:42,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,641.261,2.039,UNIT11943_0_20170407_040045_261,07/04/2017,04:00:45,4,06/04/2017,16:00:45,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,696.207,2.092,UNIT11943_0_20170407_040140_207,07/04/2017,04:01:40,4,06/04/2017,16:01:40,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,706.249,2.05,UNIT11943_0_20170407_040150_249,07/04/2017,04:01:50,4,06/04/2017,16:01:50,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,715.681,2.019,UNIT11943_0_20170407_040159_681,07/04/2017,04:01:59,4,06/04/2017,16:01:59,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,759.419,2.08,UNIT11943_0_20170407_040243_419,07/04/2017,04:02:43,4,06/04/2017,16:02:43,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,813.635,2.064,UNIT11943_0_20170407_040337_635,07/04/2017,04:03:37,4,06/04/2017,16:03:37,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,887.491,2.008,UNIT11943_0_20170407_040451_491,07/04/2017,04:04:51,4,06/04/2017,16:04:51,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,988.957,2.043,UNIT11943_0_20170407_040632_957,07/04/2017,04:06:32,4,06/04/2017,16:06:32,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,1275.552,2.047,UNIT11943_0_20170407_041119_552,07/04/2017,04:11:19,4,06/04/2017,16:11:19,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,1383.784,2.015,UNIT11943_0_20170407_041307_784,07/04/2017,04:13:07,4,06/04/2017,16:13:07,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_035004.wac,0,1553.024,2.075,UNIT11943_0_20170407_041557_024,07/04/2017,04:15:57,4,06/04/2017,16:15:57,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_042004.wac,0,0,2.099,UNIT11943_0_20170407_042004_000,07/04/2017,04:20:04,4,06/04/2017,16:20:04,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_042004.wac,0,258.949,2.05,UNIT11943_0_20170407_042422_949,07/04/2017,04:24:22,4,06/04/2017,16:24:22,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_045004.wac,0,0,2.099,UNIT11943_0_20170407_045004_000,07/04/2017,04:50:04,4,06/04/2017,16:50:04,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_052004.wac,0,0,2.099,UNIT11943_0_20170407_052004_000,07/04/2017,05:20:04,5,06/04/2017,17:20:04,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_052004.wac,0,1573.87,2.029,UNIT11943_0_20170407_054617_870,07/04/2017,05:46:17,5,06/04/2017,17:46:17,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_055003.wac,0,0,2.099,UNIT11943_0_20170407_055003_000,07/04/2017,05:50:03,5,06/04/2017,17:50:03,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_062004.wac,0,0,2.099,UNIT11943_0_20170407_062004_000,07/04/2017,06:20:04,6,06/04/2017,18:20:04,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_062004.wac,0,874.429,2.07,UNIT11943_0_20170407_063438_429,07/04/2017,06:34:38,6,06/04/2017,18:34:38,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_062004.wac,0,996.913,2.087,UNIT11943_0_20170407_063640_913,07/04/2017,06:36:40,6,06/04/2017,18:36:40,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_065003.wac,0,0,2.099,UNIT11943_0_20170407_065003_000,07/04/2017,06:50:03,6,06/04/2017,18:50:03,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_065003.wac,0,383.107,2.393,UNIT11943_0_20170407_065626_107,07/04/2017,06:56:26,6,06/04/2017,18:56:26,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_065003.wac,0,483.05,2.149,UNIT11943_0_20170407_065806_050,07/04/2017,06:58:06,6,06/04/2017,18:58:06,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_065003.wac,0,485.606,3.993,UNIT11943_0_20170407_065808_606,07/04/2017,06:58:08,6,06/04/2017,18:58:08,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_065003.wac,0,555.902,2.097,UNIT11943_0_20170407_065918_902,07/04/2017,06:59:18,6,06/04/2017,18:59:18,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_065003.wac,0,639.323,2.077,UNIT11943_0_20170407_070042_323,07/04/2017,07:00:42,7,06/04/2017,19:00:42,19,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_065003.wac,0,669.953,2.046,UNIT11943_0_20170407_070112_953,07/04/2017,07:01:12,7,06/04/2017,19:01:12,19,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_192200.wac,0,0,2.099,UNIT11943_0_20170407_192200_000,07/04/2017,19:22:00,19,07/04/2017,07:22:00,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_192200.wac,0,1529.19,2.009,UNIT11943_0_20170407_194729_190,07/04/2017,19:47:29,19,07/04/2017,07:47:29,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_192200.wac,0,1535.187,2.113,UNIT11943_0_20170407_194735_187,07/04/2017,19:47:35,19,07/04/2017,07:47:35,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_192200.wac,0,1540.583,2.217,UNIT11943_0_20170407_194740_583,07/04/2017,19:47:40,19,07/04/2017,07:47:40,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_192200.wac,0,1637.101,2.099,UNIT11943_0_20170407_194917_101,07/04/2017,19:49:17,19,07/04/2017,07:49:17,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_195202.wac,0,0,2.099,UNIT11943_0_20170407_195202_000,07/04/2017,19:52:02,19,07/04/2017,07:52:02,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_195202.wac,0,1314.087,2.312,UNIT11943_0_20170407_201356_087,07/04/2017,20:13:56,20,07/04/2017,08:13:56,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_202204.wac,0,0,2.099,UNIT11943_0_20170407_202204_000,07/04/2017,20:22:04,20,07/04/2017,08:22:04,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_202204.wac,0,490.395,2.104,UNIT11943_0_20170407_203014_395,07/04/2017,20:30:14,20,07/04/2017,08:30:14,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_202204.wac,0,510.729,2.07,UNIT11943_0_20170407_203034_729,07/04/2017,20:30:34,20,07/04/2017,08:30:34,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_202204.wac,0,1768.938,3.061,UNIT11943_0_20170407_205132_938,07/04/2017,20:51:32,20,07/04/2017,08:51:32,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170407_205204.wac,0,0,2.099,UNIT11943_0_20170407_205204_000,07/04/2017,20:52:04,20,07/04/2017,08:52:04,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_205204.wac,0,486.615,2.085,UNIT11943_0_20170407_210010_615,07/04/2017,21:00:10,21,07/04/2017,09:00:10,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170407_212204.wac,0,0,2.099,UNIT11943_0_20170407_212204_000,07/04/2017,21:22:04,21,07/04/2017,09:22:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_215204.wac,0,0,2.099,UNIT11943_0_20170407_215204_000,07/04/2017,21:52:04,21,07/04/2017,09:52:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_222204.wac,0,0,2.099,UNIT11943_0_20170407_222204_000,07/04/2017,22:22:04,22,07/04/2017,10:22:04,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_225204.wac,0,0,2.099,UNIT11943_0_20170407_225204_000,07/04/2017,22:52:04,22,07/04/2017,10:52:04,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_232204.wac,0,0,2.099,UNIT11943_0_20170407_232204_000,07/04/2017,23:22:04,23,07/04/2017,11:22:04,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170407_235204.wac,0,0,2.099,UNIT11943_0_20170407_235204_000,07/04/2017,23:52:04,23,07/04/2017,11:52:04,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_002204.wac,0,0,2.099,UNIT11943_0_20170408_002204_000,08/04/2017,00:22:04,0,07/04/2017,12:22:04,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_002204.wac,0,949.063,2.037,UNIT11943_0_20170408_003753_063,08/04/2017,00:37:53,0,07/04/2017,12:37:53,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_005204.wac,0,0,2.099,UNIT11943_0_20170408_005204_000,08/04/2017,00:52:04,0,07/04/2017,12:52:04,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_012204.wac,0,0,2.099,UNIT11943_0_20170408_012204_000,08/04/2017,01:22:04,1,07/04/2017,13:22:04,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_015204.wac,0,0,2.099,UNIT11943_0_20170408_015204_000,08/04/2017,01:52:04,1,07/04/2017,13:52:04,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_022204.wac,0,0,2.099,UNIT11943_0_20170408_022204_000,08/04/2017,02:22:04,2,07/04/2017,14:22:04,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_022204.wac,0,1464.627,2.072,UNIT11943_0_20170408_024628_627,08/04/2017,02:46:28,2,07/04/2017,14:46:28,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_025204.wac,0,0,2.099,UNIT11943_0_20170408_025204_000,08/04/2017,02:52:04,2,07/04/2017,14:52:04,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_025204.wac,0,285.137,2.063,UNIT11943_0_20170408_025649_137,08/04/2017,02:56:49,2,07/04/2017,14:56:49,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_025204.wac,0,287.895,2.004,UNIT11943_0_20170408_025651_895,08/04/2017,02:56:51,2,07/04/2017,14:56:51,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_025204.wac,0,292.266,2.033,UNIT11943_0_20170408_025656_266,08/04/2017,02:56:56,2,07/04/2017,14:56:56,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_025204.wac,0,303.793,3.507,UNIT11943_0_20170408_025707_793,08/04/2017,02:57:07,2,07/04/2017,14:57:07,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_025204.wac,0,1056.264,2.035,UNIT11943_0_20170408_030940_264,08/04/2017,03:09:40,3,07/04/2017,15:09:40,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_032204.wac,0,0,2.099,UNIT11943_0_20170408_032204_000,08/04/2017,03:22:04,3,07/04/2017,15:22:04,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_035204.wac,0,0,2.099,UNIT11943_0_20170408_035204_000,08/04/2017,03:52:04,3,07/04/2017,15:52:04,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_042204.wac,0,0,2.099,UNIT11943_0_20170408_042204_000,08/04/2017,04:22:04,4,07/04/2017,16:22:04,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_045204.wac,0,0,2.099,UNIT11943_0_20170408_045204_000,08/04/2017,04:52:04,4,07/04/2017,16:52:04,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,0,2.099,UNIT11943_0_20170408_052204_000,08/04/2017,05:22:04,5,07/04/2017,17:22:04,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,953.441,2.159,UNIT11943_0_20170408_053757_441,08/04/2017,05:37:57,5,07/04/2017,17:37:57,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,967.755,2.045,UNIT11943_0_20170408_053811_755,08/04/2017,05:38:11,5,07/04/2017,17:38:11,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,1011.303,2.197,UNIT11943_0_20170408_053855_303,08/04/2017,05:38:55,5,07/04/2017,17:38:55,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,1019.258,2.141,UNIT11943_0_20170408_053903_258,08/04/2017,05:39:03,5,07/04/2017,17:39:03,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,1024.667,3.032,UNIT11943_0_20170408_053908_667,08/04/2017,05:39:08,5,07/04/2017,17:39:08,17,Noise,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,1198.139,2.86,UNIT11943_0_20170408_054202_139,08/04/2017,05:42:02,5,07/04/2017,17:42:02,17,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,1222.965,2.234,UNIT11943_0_20170408_054226_965,08/04/2017,05:42:26,5,07/04/2017,17:42:26,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170408_052204.wac,0,1245.436,2.863,UNIT11943_0_20170408_054249_436,08/04/2017,05:42:49,5,07/04/2017,17:42:49,17,Noise,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_202704.wac,0,311.937,3.162,UNIT11943_0_20170410_203215_937,10/04/2017,20:32:15,20,10/04/2017,08:32:15,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_202704.wac,0,884.608,2.091,UNIT11943_0_20170410_204148_608,10/04/2017,20:41:48,20,10/04/2017,08:41:48,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CHECK
SITE8,UNIT11943_20170410_205704.wac,0,0,2.099,UNIT11943_0_20170410_205704_000,10/04/2017,20:57:04,20,10/04/2017,08:57:04,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_205704.wac,0,113.741,2.358,UNIT11943_0_20170410_205857_741,10/04/2017,20:58:57,20,10/04/2017,08:58:57,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPY
SITE8,UNIT11943_20170410_205704.wac,0,524.913,4.287,UNIT11943_0_20170410_210548_913,10/04/2017,21:05:48,21,10/04/2017,09:05:48,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,538.463,2.437,UNIT11943_0_20170410_210602_463,10/04/2017,21:06:02,21,10/04/2017,09:06:02,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_205704.wac,0,551.003,2.097,UNIT11943_0_20170410_210615_003,10/04/2017,21:06:15,21,10/04/2017,09:06:15,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
